,nombre,direccion,telefono,correo,sitio_web,id_tarifas,id_habitaciones,id_clasificacion,id_ubicacion
697,GRANJA SAN LUIS,CALLE EL MIRADOR AGUA COLORADA LOTE 10 ZONA 2 ALDEA EL HATO,83215889,ventas@prsanluis.com  /  imp.prsanluis@yahoo.com,redes sociales: ecorestaurantesanluis,698,698,,26.0
698,HOBBITENANGO,SECTOR FINCA RUSTICA UBICADA EN LOTE DE TERRENO ALDEA EL HATO,71377493,,www.hobbitenango.org,699,699,,26.0
699,HOSPEDAJE EL VIAJERO 2,3 CALLE PONIENTE NO. 33,63736866,elviajerohospedajeantigua2@gmail.com,fb: hospedaje el viajero antigua i y ii,700,700,,26.0
700,HOSTAL LAS MARIAS,CALLE A SAN BARTOLOME BECERRA LOTIFICACIÓN LAS JACARANDAS NO. 7 Y 8,50173667,service@hostallasmarias.com,www.hostallasmarias. com,701,701,,26.0
701,HOSTAL SAN NICOLAS,CALLE DE LOS PAZOS Y 9 CALLE # 20,31590243,"mail@hostalsannicolas.com, hostalsannicolas@intelnet.net.gt, mail@hostalsannicolas.com",www.hostalsannicolas.com  fb: hotel hostal san nicolas,702,702,,26.0
702,HOSTAL SANTA ANA,CALLEJON BELEN # 29 SANTA ANA,79251368,santaana.hotel@gmail.com,www.hotelstana.com,703,703,,26.0
703,HOSTAL TROPICANA,"6 CALLE PONIENTE CASA 2, ZONA 0",41319307,,,704,704,,26.0
704,HOT CHIPILIN,6 AVENIDA SUR CASA 14 CENTRO HISTORICO,55522653,prosperidadsa@yahoo.com,,705,705,,26.0
705,HOTEL ANTIGUA HOUSE,AVENIDA 2 SUR 59 ZONA 0 APARTAMENTO C,31936670,fernandoadrenali@gmail.com,,706,706,,26.0
706,HOTEL AURORA,4A. CALLE ORIENTE NÚMERO 16,55273305,haurora@conexion.com,www.hotelauroraantigua.com,707,707,,26.0
707,HOTEL BOUTIQUE CASA SANTA INES,"CALLEJON LA JOYA, 15-22 SANTA INES DEL MONTE PULCIANO",42997230,recepcion@casasantaines.com,www.casasantaines.com,708,708,,26.0
708,HOTEL BOUTIQUE LA CUMBRE DEL ANGEL,"LOTE 12 A LA CUMBRE, SAN MATEO MILPAS ALTAS",98895256,paopaez7@gmail.com,https://www.facebook.com/lacumbredelangel,709,709,,26.0
709,HOTEL BOUTIQUE NAIF,6A. CALLE PONIENTE NO. 27,35823476,contarealplaza@gmail.com,,710,710,,26.0
710,HOTEL CAMINO REAL ANTIGUA,7A. CALLE PONIENTE NO. 33-B,79101783,reservaciones@caminoreal.com.gt,www.caminorealantigua.com,711,711,5.0,26.0
711,HOTEL CANDELARIA ANTIGUA,AVENIDA DE LOS DOLORES DEL CERRO NUMERO 5,88278546,info@hotelcandelaria.com,www.hotelcandelaria.com,712,712,3.0,26.0
712,HOTEL CASA ANTIGUA,3A. CALLE PONIENTE NO. 5,81900155,"carmensotob@hotmail.com, hotelcasa-antigua@hotmail.com",www..hotelcasa-antigua.com,713,713,,26.0
713,HOTEL CASA BLANCA,5 AVENIDA SUR NUMERO 13,47908669,,,714,714,,26.0
714,HOTEL CASA DEL PARQUE,4A. AVENIDA NORTE CASA NO. 5,24659821,hotelcasadelparque@hotmail.com,www.hotelcasadelparque.com,715,715,,26.0
715,HOTEL CASA LOS BUHOS,1A. CALLE DEL CHAJON NUMERO 21,49589362,casalosbuhos@hotmail.com,,716,716,,26.0
716,HOTEL CASA REALEZA,6TA. AVENIDA NORTE #46 FRENTE A IGLESIA LA MERCED,44438842,casarealezahotel@gmail.com,,717,717,,26.0
717,HOTEL CASA SANTO DOMINGO,3 CALLE ORIENTE # 28,10021344,reservas@casasantodomingo.com.gt,www.casasantodomingo.com.gt,718,718,5.0,26.0
718,HOTEL CASA VENTURA,6A. AVENIDA NORTE NÚMERO 3,84970422,casaventurah@gmail.com,redes sociales: casa ventura hotel & sauna,719,719,,26.0
719,HOTEL CASA VICTORIA,CALLE DE LOS PASOS CASA NÚMERO 25 ZONA 0,45279166,gerencia.wtoj@gmail.com,,720,720,,26.0
720,HOTEL CONVENTO SANTA CATALINA,5 AVENIDA NORTE NO. 28,29195884,hotelconventosantacatalina@hotmail.com,www.hotelconventosantacatalina.com,721,721,,26.0
721,HOTEL EL CARMEN,"3A. AVENIDA NORTE, NO. 9",87667741,"info@elcarmenhotel.com, recepcion@elcarmenhotel.com",www.elcarmenhotel.com,722,722,2.0,26.0
722,HOTEL ETERNA PRIMAVERA ANTIGUA,"4 CALLE ORIENTE CASA NUMERO 17, ZONA 0",79882981,howardjohnson741@yahoo.com,www.hteleternaprimavera.com,723,723,,26.0
723,HOTEL FLOR DE LYS,CALLE REAL CASA 34 A ALDEA SAN BARTOLOMÉ BECERRA,96776703,hotelfloredelyz@gmail.com,,724,724,,26.0
724,HOTEL GENESSIS,"4A. AVENIDA SUR, CASA 12. LOTIFICACION LO DE LÓPEZ",86007964,genessisantigua@hotmail.com,,725,725,,26.0
725,HOTEL LA CASONA DE ANTIGUA,CALLE DE LOS DUELOS RESIDENCIALES DOÑA BEATRIZ,81991890,info@lacasonahotel.com.gt,www.lacasonahotel.com.gt,726,726,,26.0
726,HOTEL LA GALERA,"7A. AVENIDA SUR, CASA # 11",93467268,hotel_lagalera@hotmail.com.com,www.hotel-lagalera.com,727,727,,26.0
727,HOTEL LA POSADITA,7 AVENIDA NORTE 45,26000650,"hummburgiga@gmail.com, hamburguesasgigantes@hotellaposadita.com, reservas@posadadedonrodrigo.com",www.hotellaposadita.com,728,728,,26.0
728,HOTEL LAS CAMELIAS INN,3 CALLE ORIENTE #19,67512617,hotelcameliasinn@hotmail.com,www.cameliasinnantigua.com,729,729,,26.0
729,HOTEL LAS FAROLAS,5A. AVENIDA. SUR Y 9 CALLE PONIENTE,67047891,sales@hotelasfarolas.com,www.hotelasfarolas.com,730,730,2.0,26.0
730,HOTEL LOS PASOS,9 CALLE ORIENTE # 19,74721651,reservations@hotellospasos.com,www.hotellospasos.com,731,731,,26.0
731,HOTEL MANSIÓN DEL REY ANTIGUA GUATEMALA,4 AVENIDA NORTE NO. 24 ZONA 0 APARTAMENTO C,10694754,majadasdelrey@gmail.com,fb: hotel mansion del rey antigua guatemala,732,732,,26.0
732,HOTEL MAYA IK',6 AVENIDA NORTE A LA MERCED 56,72969375,hotelmayaik@gmail.com,fb: hotel maya ik,733,733,,26.0
733,HOTEL MESON PANZA VERDE,5A. AVENIDA SUR # 19,89361235,info@panzaverde.com,www.panzaverde.com,734,734,,26.0
734,HOTEL NI-FU NI-FA,5A. AVENIDA SUR NÚMERO 13,37544875,nifunifadeantigua@hotmail.com,,735,735,,26.0
735,HOTEL PALACIO CHICO,7A. AVENIDA NORTE NO. 15,85527883,palaciochico@hotmail.com,www.hotelpalaciochico.com,736,736,,26.0
736,HOTEL PALACIO CHICO,3A. AVENIDA SUR NO. 6,45121970,hotelpalacio@hotmail.com,www.hotelpalaciochico.com,737,737,,26.0
737,HOTEL PALACIO CHICO,2DA. AVENIDA SUR NÚMERO 14,50089494,palaciochico@hotmail.com,www.palaciochico1948.com,738,738,,26.0
738,HOTEL PALACIO DE DOÑA BEATRIZ,LOTIFICACION LAS GRAVILEAS LOTE 1,45648779,info@hotelpalaciodebeatriz.com,www.hotelpalaciodebeatriz.com,739,739,,26.0
739,HOTEL PALACIO DE DOÑA LEONOR,4 CALLE ORIENTE CASA NÚMERO 8,91882353,info@palaciodeleonor.com,www.palaciodeleonor.com,740,740,,26.0
740,HOTEL PANCHOY,PRIMERA AVENIDA NORTE NÚMERO 5-A,89928078,hotelpanchoy@hotmail.com,,741,741,,26.0
741,HOTEL POSADA DE DON RODRIGO,5 AVENIDA NORTE NO. 17 ZONA 0,40927379,reservas@posadadedonrodrigo.com,www.posadadedonrodrigo.com,742,742,4.0,26.0
742,HOTEL POSADA DEL ANGEL,"4 AVENIDA SUR # 24 ""A""",64186741,elangel@posadadelangel.com,www.posadadelangel.com,743,743,,26.0
743,HOTEL POSADA EL ARCANGEL,5TA. CALLE PONIENTE NO. 26,47000508,recepcionelarcangel@gmail.com,fb: hotel posada el arcangel,744,744,,26.0
744,HOTEL POSADA PLACIDA ANTIGUA,5A. AVENIDA SUR NO.18,12946078,reservaciones@hotelplacidantigua.com,www.hotelplacidantigua.com,745,745,,26.0
745,HOTEL POSADA SAN MIGUEL,AVENIDA EL DESENGAÑO CASA 24 ZONA 0,75511620,recepcionhpsanmiguel@gmail.com,fb: hotel posada san miguel,746,746,,26.0
746,HOTEL REAL ANTIGUA,4 AVENIDA NORTE CASA NO. 24 ZONA 0,17152570,hotelrealantigua@gmail.com,,747,747,,26.0
747,HOTEL SAN JORGE,4TA. AVENIDA SUR NO. 13,22138126,adk@portahoteles.com,,748,748,,26.0
748,HOTEL SAN RAFAEL,2A. CALLE PONIENTE #7,50165915,info@thesanrafaelhotel.com,,749,749,,26.0
749,HOTEL SANTA CLARA,2A. AVENIDA SUR # 20,25320884,santaclara12000@yahoo.com,www.hotelsantaclaraantigua.com,750,750,,26.0
750,HOTEL SOR JUANA,"4A. CALLE ORIENTE, 45",19107482,reservations@hotelsorjuana.com,www.hotelsorjuana.com     fb: hotel sor juana,751,751,,26.0
751,HOTEL TERRA MAYA,6 AVENIDA NORTE 74 C,16795639,odilibran@yahoo.com,,752,752,,26.0
752,HOTEL VILLA REAL,5A. CALLE PONIENTE # 23,88710369,villarealantigua@gmail.com,,753,753,,26.0
753,HOTEL VISTA SAN FRANCISCO,7A. CALLE ORIENTE 15B,56949827,toc.karim@gmail.com,,754,754,,26.0
754,HOTEL Y ARTE ANTIGUA,ANTIGUA-00 1 AVENIDA SUR CASA 15 ZONA 0,38804104,gerencia.wtoj@gmail.com,,755,755,,26.0
755,HOTEL Y RESTAURANTE LA SIN VENTURA,5A. AVENIDA SUR # 8,33571734,lasinventura@yahoo.com.mx,www.lasinventura.com,756,756,,26.0
756,LA CATEDRAL,4A. AVENIDA SUR # 4,70479955,hotellacatedral@gmail.com,www.hotelcatedralantigua.com  -  fb: hotellacatedralantigua,757,757,,26.0
757,LA QUINTA SANTA LUCIA,CALZADA SANTA LUCIA NORTE NUMERO 5,72956752,laquintasantalucia@outlook.es,,758,758,,26.0
758,LAS CRUCES,3A. CALLE ORIENTE CASA NO. 2,89253762,administracion@lascrucesboutiquehotel.com,,759,759,,26.0
759,LAS MASCARAS,CALLE DE LOS PASOS CASA 42 ZONA 0,93844200,hotellasmascarasantigua@gmail.com,,760,760,,26.0
760,LION´S INN,LAS GRAVILEAS # 1 CALLE DE LOS DUELOS,56925562,posadadelosleones@gmail.com,www.posadadelosleones.com,761,761,3.0,26.0
761,LOS CELAJES DE ANTIGUA GUATEMALA,CALLE EL MIRADOR CASA NO. 38 ZONA 1 AGUA COLORADA ALDEA EL HATO,97944930,loscelajesdeantigua@gmail.com,,762,762,,26.0
762,LOS OLIVOS HOTEL BOUTIQUE  Y RESTAURANTE ANTIGUA GUATEMALA,5A. CALLE PONIENTE NUMERO 6,32913047,,,763,763,,26.0
763,MESON DEL VALLE,5A. AVENIDA SUR NO.11-C,63588156,hmesondelvalle@gmail.com,www.hotelmesondelvalle.com,764,764,,26.0
764,MESTIZO HOTEL,ANTIGUA GUATEMALA 6 AVENIDA NORTE NUMERO 2 A,87114197,hola@mestizoantigua.com,,765,765,,26.0
765,NICO HOTEL,AVENIDA EL DESENGAÑO NO. 12,80512516,rosarioarmasdeortiz@yahoo.com,www.nicohotel.com.gt,766,766,,26.0
766,OJALÁ,7A. AVENIDA NORTE CASA NÚMERO 1,97295014,ojalaantigua@gmail.com,,767,767,,26.0
767,PENSATIVO HOUSE HOTEL,4A. AVENIDA SUR NO. 24,84229520,info@pensativohousehotel.com,www.pensativohousehotel.com     www.portahotels.com,768,768,3.0,26.0
768,PORTA HOTEL ANTIGUA,8 CALLE PONIENTE # 1,31675869,info@portahotels.com,www.portahotelantigua.com     www.portahotels.com,769,769,5.0,26.0
769,POSADA BURKHARD,3A. CALLE ORIENTE 19-A,40927594,hugokhard@yahoo.com,,770,770,,26.0
770,POSADA DE SAN CARLOS,"5TA. CALLE PONIENTE CASA 11 ""A""",82225990,posadadesancarlos@gmail.com,,771,771,,26.0
771,POSADA DE SAN CARLOS LA QUINTA,5A. CALLE PONIENTE CASA NO. 22,49840844,hotelposadadesanagustin@gmail.com,www.hotelposadadesanagustin.com,772,772,,26.0
772,POSADA DOÑA SHENY,5 AVENIDA NORTE NUMERO 16,55711475,,,773,773,,26.0
773,POSADA EL ANTAÑO,6A. AVENIDA NORTE NO. 36,64556323,info@posadaantano.com,www.posadaantano.com,774,774,,26.0
774,POSADA HERMANO PEDRO,3A. CALLE ORIENTE NO. 3,36090644,info@hotelhermanopedro.com,www.hotelposadahermanopedro.com,775,775,,26.0
775,POSADA LA MERCED ANTIGUA,7A. AVENIDA NORTE 43,61640519,posadalamercedantigua@gmail.com,www.posadalamercedantigua.com,776,776,,26.0
776,POSADA MAYA,2 AVENIDA DEL CHAJON NUMERO 4-C,98065283,,,777,777,,26.0
777,POSADA SAN PEDRO,3 AVENIDA SUR # 15,44937090,hotelsanpedroag@gmail.com,https://hotelposadasanpedro.mydirectstay.com  /  redes sociales: @hotelsanpedroag,778,778,,26.0
778,POSADA SAN SEBASTIAN NUMERO DOS,"3A. AVENIDA NORTE, # 4",27038095,snsebast@hotmail.com,,779,779,,26.0
779,QUINTA DE LAS FLORES,CALLE DEL HERMANO PEDRO 6,35869511,info@quintadelasflores.com,"www.quintadelasflores.com   -   facebook, instagram / id 0100405533",780,780,,26.0
780,QUINTA MACONDA COLONIAL CLUB,5 AVENIDA NORTE NO. 11,31803888,quintama@guate.net.gt,www.quintamaconda.com,781,781,,26.0
781,SANTO CIELO,SANTA INES DEL MONTE PULCIANO ZONA 0 CARRETERA VIEJA A ANTIGUA GUATEMALA,76617048,jbarrios@casasantodomingo.com.gt,www.casasantodomingo.com.gt  -  fb: hotel casa santo domingo,782,782,,26.0
782,SELINA ANTIGUA,6 AVENIDA NORTE 43-A,37794155,bookkeep.antigua@selina.com,,783,783,,26.0
783,SOLEIL LA ANTIGUA,9A. CALLE PONIENTE FINAL CARRETERA A CIUDAD VIEJA,49573437,ventasymercadeo@gruposoleil.com,www.gruposoleil.com,784,784,5.0,26.0
784,SOMOS B Y B,2A. AVENIDA SUR NUMERO 26,26002906,hola@somoshostal.com,,785,785,,26.0
785,UN HOTEL EN LA ANTIGUA,CALZADA SANTA LUCIA NORTE NO.16,25117720,"unhotelenlaantigua@gmail.com, nerysaavedra@gmail.com",,786,786,,26.0
786,VILLA COLONIAL,ALAMEDA DEL CALVARIO # 28,33128214,info@villasdeguatemala.com,www.villasdeguatemala.com,787,787,3.0,26.0
787,FILADELFIA COFFEE RESORT & SPA,FINCA FILADELFIA,69204512,hotel@filadelfiaresort.com,www.filadelfiaresort.com,788,788,,27.0
788,FINCA CASA BLANCA,1 AVENIDA 60 KILÓMETRO 38.2,27249297,contacreativacomudisa@gmail.com,,789,789,,35.0
789,HOTEL LAS VALKIRIAS,CARRETERA A SANTIAGO SACATEPÉQUEZ 5-13 ZONA 0 BOSQUES OBERLAND INT.,17226183,pameruiz76@yahoo.com,"ig, fb y tt: asgard resort guatemala",790,790,,33.0
790,HOTEL SENDEROS DE ALUX,CALLE DEL CERRO ALUX 0-01 ZONA 5,51781316,eoilpper9@gmail.com,,791,791,,33.0
791,"ANEXO 1, HOTEL EL MIRADOR",CARRETERA A ANTIGUA LOTE 12 ZONA 3,93507003,hotelmiradorcolonial.34@gmail.com,,792,792,,34.0
792,ECO LE SUISSE SPA,KILOMETRO 33.7 CARRETERA A ANTIGUA 4-05 ZONA 2 ALDEA EL TRIUNFO,46604533,info@lesuissespa.com,www.lesuissespa.com,793,793,,34.0
793,HOTEL EL MIRADOR,"2A. CALLE, 3-51 ZONA 1",48325340,hotelmiradorcolonial.34@gmail.com,www.hotelelmiradorma.com,794,794,,34.0
794,RESTAURANTE HACIENDA LOS VOLCANES,PARCELAMIENTO SANTA ROSA GRANJA NO. 37 DE MILPAS ALTAS,81415156,haciendalosvolcanes@hotmail.com,,795,795,,34.0
795,QUINTA LO DE FATIMA TURISMO NATURAL RESORT AND SPA,KM. 37.5 CARRETERA INTERAMERICANA COMUNIDAD DE MANZANALES,44766310,,fb: quinta lo de fátima,796,796,,31.0
796,CASA MARGARITA,"CARRETERA INTERAMERICANA, KILOMETRO 40.10, ENTRADA A SANTO DOMINGO XENACOJ",65391550,,,797,797,,30.0
797,HOTEL CASA TEPEC,KILÓMETRO 48.3 CARRETERA INTERAMERICANA LOTE 5 A,43575958,luisaferecobeda@hotmail.com,,798,798,,29.0
798,HOTEL RESTAURANTE HAPPY II,KM. 43.5,71968004,hotelrestaurantehappy2@gmail.com,fb: hotel restaurante happy 2,799,799,,29.0
799,HOTEL Y RESTAURANTE BELLO AMANECER,KILÓMETRO 40.2 CARRETERA INTERAMERICANA,89865687,hshin638@gmail.com,,800,800,,29.0
800,HOTEL & RESTAURANTE LA VITROLA,1 CALLE 2-27 ZONA 1 PLAZA LOS OLIVOS,22221384,,,801,801,,183.0
801,HOTEL & SUITE DOÑA ELISA,"3A. AVENDIA, 2-56 ZONA 1 TECUN UMAN",43901628,hotelsuitedonaelisa@hotmail.com,www.hoteldonaelisa.com,802,802,,183.0
802,HOTEL EL ARABE,"1 AVENIDA ""A"" 1-58 ZONA 1 TECUN UMAN",73969173,contaalfonso@hotmail.com,,803,803,,183.0
803,HOTEL EMPERADOR,1A. CALLE 3-50 CIUDAD TECÚN UMÁN,85008671,cvfuentes@hotmail.com,,804,804,,183.0
804,HOTEL POSADA DEL SOL,5 AVENIDA A 2 ZONA 1 TECUN UMAN,12411409,,,805,805,,183.0
805,HOTEL Y SUITE DON CARLOS,"2 AVENIDA, 6-63 ZONA 1 CIUDAD TECUN UMAN",78347724,,,806,806,2.0,183.0
806,HOTEL BELLA VISTA,KILOMETRO 261.5,79848185,j.ceiba@hotmail.com,,807,807,,182.0
807,HOTEL AND RESTAURANT PACIFIC COAST,4 CALLE CENTRO PARCELAMIENTO LA BLANCA,59388815,gyaranac@gmail.com,,808,808,,196.0
808,HOTEL Y TURICENTRO LAS GAVIOTAS,"ISLA EL TULAR, CASERIO ALMENDRALES",54986692,cifuentesdoris07@gmail.com,,809,809,,196.0
809,HOTEL MON-VEL,5A. AVENIDA FINAL ZONA 2,87815913,,,810,810,,181.0
810,HOTEL REAL PACIFICO,KM 272 CASERIO ORIZABA,32142138,realpacificohotel@yahoo.com,www.hotelrealpacifico.com,811,811,2.0,181.0
811,HOTEL RODRIGUEZ,5A. CALLE 6-20 ZONA 1,28402140,,,812,812,,181.0
812,HOTEL SANTALUCIA,SECTOR HOSPITAL NACIONAL,24144668,cromeros@gmail.com,,813,813,,181.0
813,"HOTEL Y RESTAURANTE ""JARDIN DE LA SIERRA""",CASERÍO BRASILIA KILOMETRO 272 CARRETERA CA-2,73117827,hoteljardindelasierra@gmail.com,,814,814,,181.0
814,HOTEL Y RESTAURANTE HANDALL,ALDEA EL CARMEN,48869477,,,815,815,2.0,181.0
815,HOTEL Y RESTAURANTE LA CASA DE DOÑA JUANITA,10 AVENIDA A 2-10 ZONA 1 CANTÓN SAN JUAN DE DIOS,86806711,franciscohileno@hotmail.com,,816,816,,181.0
816,HOTEL Y RESTAURANTE SAN ISIDRO,CANTON SAN ISIDRO,12042457,misupersanisidro@hotmail.com,,817,817,,181.0
817,VILLA LUCIA HOTEL,"4A. CALLE, 7-27 ZONA 1",39915518,,,818,818,,181.0
818,HOTEL SANTA FE PAJAPITA,KM. 240 ENTRADA A PAJAPITA,24684478,susanaelisa@gmail.com,,819,819,,188.0
819,"HOTEL Y RESTAURANTE ""SAN ISIDRO""","KM. 246.5, CARRETERA INTERAMERICANA",30423753,jduara@hotmail.com,,820,820,,188.0
820,HOSTAL SAN MARCOS,"7A. CALLE ""B"" 1-56-1 ALDEA SAN RAFAEL SOCHE",25393629,clinicmerida@yahoo.com,,821,821,,167.0
821,HOTEL FAIRMONT,"10 CALLE, 8-98 ZONA 1",41625455,infohotelfairmont@gmail.com,,822,822,,167.0
822,HOTEL LA POSADA DE PAPÁ MIRO,5TA. CALLE 14-240 ZONA 5,20605249,hotelpapamiro@gmail.com,fb: hotel posada papa miro,823,823,,167.0
823,HOTEL MERCY INN,4A. AVENIDA 7-77 ZONA 1,23611659,hotelmercy.inn@hotmail.com,,824,824,,167.0
824,HOTEL MEZZANINE,8A. CALLE B 7-35 ZONA 2,41251364,elmezzaninesm@gmail.com,,825,825,,167.0
825,"HOTEL Y RESTAURANTE  ""VILLA ASTUR""",9A. CALLE 2-25 ZONA 1,17127979,hotel.villaastur@hotmail.com,,826,826,,167.0
826,HOTEL FUENTES,4 CALLE 2-24 ZONA 1,56629844,hotelfuentessanedro@gmail.com,,827,827,,168.0
827,HOTEL QUINTA REAL,5A. CALLE 5-33 ZONA 1,28154685,quintarealhotelsp@gmail.com,,828,828,,168.0
828,HOTEL SHALOM,3A. CALLE 1-10 ZONA 4,76303197,,,829,829,,168.0
829,HOTEL Y RESTAURANTE MANHATTAN,1A. CALLE A 4-53 ZONA 2,51179373,,,830,830,,168.0
830,MIRALVALLE HOTEL Y RESTAURANTE,"5A. CALLE, 2-43 ZONA 4",13075595,hotelmiralvalle@yahoo.com,www.hotelmiralvalle.com,831,831,,168.0
831,POSADA ROSA BALVINA,RESIDENCIALES VISTA HERMOSA CHAMPOLLAP LOTE 32,75724631,posadarosabalvina@yahoo.com,,832,832,,168.0
832,HOTEL VICTORIAS,3A. CALLE 2-61 ZONA 2 CANTON SANTA ISABEL,85961902,gerenciavictorias@yahoo.com,,833,833,,177.0
833,SUCURSAL- HOTEL ESTRELLA DORADA,"CALLE DEL CEMENTERIO, ZONA 2",73227686,,,834,834,,174.0
834,HOTEL Y RESTAURANTE CAFE COYOTE,CANTON SAN PABLO ALDEA TOACA,65718132,cefecoyote1@gmail.com,,835,835,,173.0
835,"ASOCIACION DE DESARROLLO INTEGRAL LA PRADERA ""JUAN VANDER VAEREN""","CASERIO LOS ARCOS, LA PRADERA",59451664,pradera@acredicom.com.gt,,836,836,,176.0
836,HOTEL JERUSALEN,5TA. CALLE 01-058 ZONA 2,10523917,,,837,837,,176.0
837,HOTEL PORTAL MARIELOS,4A. CALLE 6-51 ZONA 1,65078638,viniciobarrientos@hotmail.com,,838,838,,73.0
838,HOTEL Y RESTAURANTE LA MOJARRA FELIZ,"KILOMETRO 51.5, CARRETERA A EL SALVADOR",82648920,mojarra001@gmail.com,,839,839,,73.0
839,DOS MUNDOS PACIFIC RESORT,ALDEA LA CURVINA,43340850,dosmundospacific@hotmail.com; reservaciones@dosmundospacific.com,www.hoteldosmundos.com,840,840,3.0,79.0
840,DULCE Y SALADO,"LOS LIMONES LOS LIMONES, LA CURVINA",98169144,dulceysaladoguatemala@yahoo.it,www.dulceysaladoguatemala.com,841,841,,79.0
841,HOSTAL Y TURICENTRO LA ESPERANZA,"KM. 119, CRUCE LOS CERRITOS, EL ASTILLERO RUTA PANAMERICANA",51632177,,,842,842,,79.0
842,HOTEL ATUN BLANCO,CALLE PRINCIPAL 9520 EL CHAPETON,46389231,hotelatunblanco@hotmail.com,,843,843,,79.0
843,HOTEL HAWAIAN PARADISE,ALDEA HAWAII,76791161,hawaianparadise.gt@gmail.com,www.hawaianparadise.com,844,844,2.0,79.0
844,HOTEL LA GUITARRA,"CALLE PRINCIPAL PLAYA ROSARIO. ZONA 0, PB FRE",76921179,info@hotellaguitarra.com,www.hotellaguitarra.com,845,845,,79.0
845,HOTEL Y CENTRO RECREATIVO VALLADARES,CALLE PRINCIPAL 8245 EL CHAPETON,11210732,,,846,846,,79.0
846,HOTEL Y RESTAURANTE HONOLULU,CALLE PRINCIPAL ZONA 0 ALDEA EL HAWAI,44804461,honoluluhotel@gmail.com,ig: hotel_honolulu  /  fb: hotel honolulu,847,847,,79.0
847,LAHAINA ESTE PRODUCCIONES,CALLE PRINCIPAL ZONA 0 ALDEA EL HAWAY,76048923,nuevoreto1@gmail.com,,848,848,,79.0
848,LAURAS CHALET,ORILLA PLAYA LAS LISAS,58676141,mingotomas2000@gmail.com,,849,849,,79.0
849,PLAYA PLANA HOTEL,"CALLE PRINCIPAL ZONA 0 ALDEA EL HAWAII LOS LIMONES, ZONA 0",23818812,,,850,850,,79.0
850,RESTAURANTE Y HOTEL LOS CONACASTES,AVENIDA PRINCIPAL CAMPAMENTO ZONA 0,75231296,lorenilav@gmail.com,,851,851,,79.0
851,VILLAS MAYA JADE,"CALLE PRINCIPAL, PB.ZEL, PLAYA EL ROSARIO",52321391,zelgiron@gmail.com,,852,852,,79.0
852,HOTEL Y RESTAURANTE SAN JUDAS TADEO,ZONA 1 COLONIA ALMENDROS,64024720,hotelsanjudastadeocuilapa@gmail.com,,853,853,,72.0
853,HOTEL Y RESTAURANTE COSTALINDA,CARRETERA INTERAMERICANA KM. 115.5,51537706,wilflo75hotmail.com,,854,854,,82.0
854,HOTEL Y RESTAURANTE DIVINA ESTANCIA,"NUEVA SANTA ROSA, ZONA 0 CASERÍO PALÍN PB 81",75254546,yeymiosorio29@gmail.com,,855,855,,85.0
855,HOTEL Y RESTAURANTE SAN RAFAEL,CALLE ASFALTO ZONA 0 JOYAS DE SAN ISIDRO,73270770,corporacionrmsanrafael@gmail.com,,856,856,,85.0
856,HOTEL Y RESTAURANTE SAN RAFAEL,BARRIO NOR ORIENTE,19375272,nereydapivaral15@hotmail.com; hotelsanrafael@outlook.com; nereydapivaral15@hotmail.com,,857,857,,76.0
857,(ORISOL) CAFE DEL SOL,"CAFE DEL SOL, RANCHO EL TRIPARTITO, MONTE RICO",27074962,info@cafe-del-sol.com,www.cafe-del-sol.com,858,858,2.0,80.0
858,CAYMAN SUITES,"KM 10.5, CARRETERA A MONTERRICO ALDEA GARITON",27568994,caymansuites@itelgua.com,www.caymansuites.com.gt,859,859,3.0,80.0
859,HOTEL ATELIE DEL MAR,ALDEA MONTERRRICO ZONA 0 CALLE ECO BEACH PLACE 8045,22147159,info@hotelateliedelmar.com,www.hotelateliedelmar.com,860,860,2.0,80.0
860,HOTEL EL FARO,ALDEA MADRE VIEJA KILOMETRO 138 MONTERRICO,39611762,slopez@hotelelfaro.com.gt,www.hotelelfaro.com.gt,861,861,,80.0
861,"HOTEL SAN GREGORIO, S.A.",ALDEA MONTERRICO,45939226,info@hotelsangregorio.com,www.hotelsangregorio.com.gt,862,862,2.0,80.0
862,HOTEL Y RESTAURANTE CAYO COCO,ZONA 0 PLAYA ORIENTE EL PUMPO,89062933,,,863,863,,80.0
863,HOTEL Y RESTAURANTE LA PALMA,ALDEA MONTERRICO,58893100,filipopopirro64@gmail.com; info@palmahotelmonterrico.com,www.lapalmahotelmonterrico.com,864,864,,80.0
864,JOHNNYS,"CALLE DE LOS HOTELES, PLAYA ESTE MONTERRICO",48039385,reservations@johnnysplacehotel.com,www.johnnysplacehotel.com,865,865,,80.0
865,JPLACE MONTERRICO,CALLE DE LOS HOTELES ALDEA MONTERRICO,51969556,johnnysadmon@gmail.com,,866,866,,80.0
866,MARBELLA ECO LODGE,ALDEA LA CURVINA,70062190,,,867,867,,80.0
867,MULTISERVICIOS EL CAPITAN,ALDEA MONTERRICO,87592674,hotelelcapitanmonterrico@gmail.com,hotelelcapitanmonterrico.com.gt,868,868,,80.0
868,"PEZ DE ORO, S.A.",ALDEA MONTERRICO,83509817,pezdeoro@intelnett.com,www.pezdeoro.com,869,869,2.0,80.0
869,UTZ TZABA,KM. 21.8 ALDEA EL PUMPO,39483955,info@utz-tzaba.com,www.utz-tzaba.com,870,870,3.0,80.0
