id,nombre,direccion,telefono,correo,sitio_web,id_tipo,id_ubicacion
687,BAMBOO TRAVEL AGENCY,"INTERIOR ISLA , FRENTE AL PARQUE CASA NOVIA",50710216,bambootravelagency20@gmail.com,,1,276
688,BELIZE GO TRAVEL AGENCY,CALLE 15 DE SEPTIEMBRE,38357133,,,1,276
689,CRASBORN TRAVEL,CALLE UNION,66903121,crasborntravel@yahoo.com,crasborntravel.weebly.com,1,276
690,EXPLORADORES DEL MUNDO MAYA,"CALLE MERCADO NUEVO Zona 2 SANTA ELENA LOCAL 12, MERCADO NUEVO, SANTA ELENA",28180753,,,1,276
691,EXPLORE,2A. CALLE 4-68 SANTA ELENA DE LA CRUZ,92089572,carlos@exploreguate.com,info@exploreguate.com,1,276
692,GETAWAY TRAVELS,CALLE CENTROAMERICA A LA PAR DE COOPERATIVA CARMELITA,27134503,info@getawaytravel@online,www.getawaytravel.online,1,276
693,GO AHEAD TRAVEL,CALLE PRINCIPAL,37529583,travel@foaheadtravel.com.gt,,1,276
694,GREEN GLOBAL,4TA. AVENIDA 7-36 Zona 3 SANTA ELENA DE LA CRUZ,44801994,,,1,276
695,HOTEL Y RESTAURANTE JUNGLE LODGE (POSADA DE LA SELVA),TIKAL,40794131,,,3,276
696,K´AHK´ BAHLAM AGENCIA DE VIAJES,CALLE CENTROAMERICA,94525369,kahbahlamtravel@gmail.com,,1,276
697,LET´S GO TIKAL,CALLE HOTEL ESPLENDIDO,90759885,contabilidad@tikalgo.com,www.letsgotikal.com,1,276
698,MAYAN LAND´S TRAVEL AGENCY I,CALLE CENTRO AMERICA,52564212,landsmayan@hotmail.com,,1,276
699,MAYAN PLANET TRAVEL AGENCY,PLAYA SUR,41380134,scrasborn@gmail.com,,3,276
700,MAYAN PRINCESS TRAVEL AGENCY,CALLE PLAYA SUR,14507554,,,1,276
701,MAYAN WORLD TRAVEL AGENCY TOURS AND TREKS,CALLE 15 DE SEPTIEMBRE,27548060,mayanworldagency@gmail.com,,1,276
702,MULTISERVICIOS TIKAL,ALDEA EL REMATE,84813125,,,2,276
703,NEVER ENDING TRAVEL AGENCY,CALLE CENTRO AMERICA,98048648,never.ending.flores@gmail.com,,1,276
704,OTUPAC TOURS,"PENINSULA ZAC PETEN, IXLU",20632897,info@otupactours.com,www.otupactours.com,7,276
705,PETEN´S NATURE TOURS & TRAVEL,CALLE 15 DE SEPTIEMBRE,81584285,promocionpeten@gmail.com,,3,276
706,RECEPTORES TURISTICOS PETENEROS,"CALLE 15 DE SEPTIEMBRE, CIUDAD",38634782,,,3,276
707,SERVICIOS TURISTICOS DE PETEN,"KILOMETRO 41 CARRETERA A TIKAL, ALDEA ZOCOTZAL",47816856,gonvegato@hotmail.com,,1,276
708,SERVICIOS TURISTICOS DEL PETEN,SANTA ELENA,51014572,,,1,276
709,TIKAL ADVENTURES,4A AVENIDA Zona 1,10623459,info@tikaladventure.com,www.tikaladventure.com,1,276
710,TIKAL EXPEDITION,CALLE IGLESIA CAMINO BIBLICO EL REMATE,19521522,tikalexpedition@gmail.com,,1,276
711,TIKAL GO,CALLE HOTEL ESPLENDIDO,53064082,infor@tikalgo.com,,1,276
712,TIKAL GREEN TOURS AND TRANSFERS,CALLE ESCUELA DE PARVULOS ALDEA PAXCAMAN,96659974,fidiasalvarado1984@gmail.com,,1,276
713,TIKALHA,SANTA ELENA DE LA CRUZ BARRIO VILLA CONCEPCION,59812067,,,1,276
714,TIKALVIPTOURS,CALLE ESCUELA DE PARVULOS ALDEA PAXCAMAN,84823359,,www.tikalviptours.com,1,276
715,"TOUR OPERADORA COOPERATIVA CARMELITA, R.L.",CALLE CENTROAMERICA,95650603,expedicion@turismocooperativacarmelita.com,,1,276
716,TRAVEL AGENCY HORIZONTES MAYAS,CALLE DEL COMERCIO EL REMATE,98206798,horizontesmayas@gmail.com,www.horizontesmayas.com,1,276
717,TRAVEL AGENCY MARCO EXPEDITION,PLAYA SUR,29449441,transportesturisticoshernandez@yahoo.com,,1,276
718,TRAVEL AGENCY REINO KAN MIRADOR,CALLE 30 DE JUNIO FRENTE A HOTEL PETEN,27019181,reinokanmirador2012@gmail.com,,1,276
719,TURISMO AVENTURA TOUR OPERATOR,CALLE PRINCIPAL SANTA ELENA,62627995,info@toursguatemala.com,www.toursguatemala.com / redes sociales: @toursguatemala,1,276
720,VA PARKER TRAVEL,CALLE PLAYA SUR,46234342,vaparkertravel@gmail.com,,1,276
721,VIAJES TIVOLI,,67720783,peten@tivoli.com.gt,,2,276
722,NICE TRAVEL AGENCY,BARRIO EL CENTRO,19887637,nicetravelagency@itelgua.com,,1,286
723,SPIRIT OF ADVENTURE,BARRIO SUCHITAN BARRIO SUCHITAN,72736650,spiritofadventure@outlook.com,,1,286
724,TRANSPORTES Y AGENCIA DE VIAJES EUNICE,BARRIO EL CAMPITO,27533730,agenciaeunice@yahoo.com,,1,286
725,U-GO TOURS,CALLEJON FUENTE,84490104,hugomanuelmayenlima@gmail.com,,1,286
726,SWARLYN,5 AVENIDA 9-71 Zona 1,16717672,swarlyn@tikalecoadventure.com,www.tikalecoadventure.com,1,287
727,AGENCIA DE VIAJES LOS GEMELOS KAN,ALDEA CARMELITA,79941349,alex.jaguar@hotmail.com,,1,279
728,"AGENCIA DE VIAJES Y TRANSPORTES TURISTICOS ""TZIMIN TUM""",BARRIO NORTE,87158114,leonelsosa59@gmail.com,,1,279
729,PETEN XPEDITIONS,BARRIO NORTE FRENTE A ESCUELA DE PARVULOS,95374469,,,1,279
730,SERMONOSA,KM. 22.5 CARRETERA A SAN ANDRES,93239889,nitun@nitun.com,www.nitun.com,1,279
731,AGENCIA DE VIAJES ALESSY'S TOURS,"18 CALLE 18-30, BARRIO EL TREBOL",13627048,,,1,278
732,AGENCIA DE VIAJES MAYAN AJ BE,01 AVENIDA Zona 1 BARRIO LAS FLORES,98077457,mayanajbe.travelagency@gmail.com,,1,278
733,DESTINOS SIN FRONTERAS,8A. AVENIDA 14-040 Zona 1 BARRIO TRES DE ABRIL,97869451,sinfronterasdestinos@gmail.com,,3,278
734,GEM TRIPS,"16 AVENIDA Zona 3 BARRIO VISTA HERMOSA, EDIFICIO 1, OFICINA 1",53395937,info@gemtrips.com,www.gentrips.com,1,278
735,LAS GUACAMAYAS TOURS & TRAVEL,13 CALLE Zona 1 BARRIO 3 DE ABRIL,16738616,,www.lasguacamayastravel.com,3,278
736,MAGIC TOURS,COLONIA ITZA,55983231,magictours@hotmail.com,,1,278
737,MAYA ADVENTURE TRAVEL,"Zona 1 BARRIO EL REDENTOR, ATRAS DE TIENDA ""LAS VEGAS""",32120406,mayaadventuretravel@gmail.com,,3,278
738,PORTAL MAYA TOUR OPERADORA,A UN COSTADO DEL HOTEL SAN RAFAEL Zona 1,89724304,portalmayaviajesyturismo@gmail.com,,1,278
739,RISSAM TRAVEL,,66638646,rissamtravel@hotmail.com,,1,278
740,SERVICIOS TURISTICOS MAYANROADS,"2A. CALLE, 11 AVENIDA Zona 2",97374027,serviciosmayanroads502@gmail.com,,1,278
741,TIKAL OPERATOR,22 CALLE ENTRE 15 Y 16 AVENIDA Zona 1 BARRIO EL TREBOL,51564933,tikaloperator@hotmail.com,fb: tikaloperador,1,278
742,V-EXPEDITION,SEPTIMA AVENIDA A 12-06 Zona 1 BARRIO TRES DE ABRIL,19441464,gmceron@gmail.com,,1,278
743,TRANSPORTES TURISTICOS VALLE,BARRIO IXPUL BARRIO IXPUL,29195935,,,1,281
744,SUCURSAL AVENTURAS MAYAS TIKAL,LOTE 77 PARCELAMIENTO TAYASAL,45858551,info@aventurasmayas.com.gt,www.aventurasmayas.com.gt,1,277
745,VIAJES TURISTICOS LA MONTAÑA,SAYAXCHÉ,75231711,,,1,285
746,AGENCIA DE VIAJES VAIL,CANTON XECOL,86983747,,,1,119
747,AGENCIA DE VIAJES MUNDI TOURS,6 CALLE 8-435 Zona 1 BARRIO LAS CASAS,29146311,mgabygr@hotmail.com,,2,132
748,AGENCIA DE VIAJES NOVA TOURS,6 CALLE Zona 1,61004879,viajesnovatours@gmail.com,,2,132
749,VIAJES LOS ANGELES COATEPEQUE,"5 AVENIDA 3-56, ZONA 1",36400993,,,2,132
750,SERVICIOS Y TRANSPORTES HUITANECA,CENTRO DE HUITAN,31046005,iramirez954@yahoo.com,,1,127
751,NATIONAL XELA,"KM. 205 CARRETERA A SAN MARCOS CENTRO COMERCIAL INTERPLAZA, LOCAL 259",56557830,mmroca@nationalgt.com,,2,135
752,ALTIPLANO´S,CANTON BARRIOS CALLE REAL,21099789,info@altiplanos.com.gt,www.altiplanos.com.gt,1,115
753,"""ICARO TOURS""",15 AVENIDA 6-75 Zona 1,24233252,,,1,113
754,1910 AGENCIA DE VIAJES,1 CALLE 8-12 A Zona 3,83498280,agenciadeviajes1910@gmail.com,,2,113
755,AGENCIA DE VIAJES GUATEMAYA INTERCULTURAL,14 AV. A 3-06 Zona 01 EDIF. MARZIA L. 3 Y 4,53729863,guatmain@quetzal.net,,1,113
756,AGENCIA DE VIAJES LOS ANGELES- XELA,15 AVENIDA 3-51 Zona 1 PLAZA CENTRO LOCAL NO. 3,65905297,viajeslosangelesxela@yahoo.es,,2,113
757,AGENCIA DE VIAJES MONTE VERDE TOUR,13 AVENIDA 8-34 Zona 1,53086261,info@monte-verdetours.com,www.monte-verdetours.com,1,113
758,AGENCIA DE VIAJES SAB,1A. CALLE 12-35 Zona 1,89897909,viajessab3@yahoo.com,,6,113
759,AGENCIA DE VIAJES SAB,4 CALLE 18-01 Zona 3,54738045,viajessab3@yahoo.com,,2,113
760,AGENCIA DE VIAJES SALEM TOURS,18 AVENIDA 4-50 Zona 3,70089273,a.salemtours09@gmail.com,,3,113
761,AGENCIA DE VIAJES XELA SIN LIMITES SUCURSAL,"9A CALLE 0-20 Zona 9 1ER NIVEL, C.C. PASEO LAS AMERICAS, LOCAL 60",45505793,contabilidad@viajesxelasinlimites.com,,2,113
762,ALMOTOURS,11 CALLE 10-12 Zona 1,30236679,almotours@hotmail.es,www.almotours.com,1,113
763,CARIBE TOURS,6 CALLE D 4B-71 Zona 9 COLONIA LOS CEREZOS,66693527,caribetoursxela@gmail.com,,2,113
764,DO GUATEMALA,14 AVENIDA A 3-06 Zona 1 LOCAL 321,40007048,info@do-guatemala.com,www.do-guatemala.com,1,113
765,"ECONOVIAJES, CLUB DE VIAJES","AVENIDA LAS AMERICAS 9-50 Zona 3 SUPERCOM DELCO OFICINA 4, 2°. NIVEL",71195596,econoviajesgt@gmail.com,,2,113
766,EUROTOURS GT,6 CALLE 12-20 Zona 3,76997270,eurotoursgtxla@gmail.com,,1,113
767,GET TRAVEL,3 CALLE 26-91 Zona 1 COLONIA NUEVO LEON,62627824,info@gettravelgt.com,gettravelgt.com,3,113
768,GT EXPEDITION TOUR OPERATOR,"3 CALLE 3A-39, LOTE 75 Zona 8 COLONIA DEMOCRACIA",76710378,info@gtexpedition.com,www.gtexpedition.com,1,113
769,GUATEGUIDES,5 CALLE 2A-14 Zona 11 COLONIA RESUDENCIAL VALLE DE LAS ROSAS,29526727,info@guateguides.com,www.guateguides.com,1,113
770,HAZ GUATEMALA,"6A. CALLE, 15-48 Zona 1",72191488,info@do-guatemala.com,www.do-guatemala.com,1,113
771,HIGHLAND TRAVEL AGENCY / AGENCIA DE VIAJES,25 AVENIDA 4-12 Zona 7 COLONIA SAN ANTONIO,14835576,,,3,113
772,INTER TRAVEL AGENCIA DE VIAJES,"AVENIDA LAS AMERICAS 9-90 Zona 3 SEGUNDO NIVEL, LOCAL 24",14713881,intertravel.xela@gmail.com,,3,113
773,IXQUIC MAYAN EXPERIENCES,1A CALLE 4-07 Zona 9 LA FLORESTA,42294312,dvandenbrule@gmail.com,,3,113
774,KAMINOS MAYAS,28 AVENIDA A-6 Zona 1,30268053,kaminosmayas@gmail.com,www.kaminosmayas.com,1,113
775,KAQCHIKEL TOURS,7A. CALLE 15-36 Zona 1,82957564,kaqchikeltours@gmail.com,"fb: kaqchikel tours, ig: kaqchikel tours",1,113
776,MAXIMA TRAVEL XELA,AVENIDA LAS AMERICAS 5-84 A Zona 9,96344854,maximatravelxela@gmail.com,,2,113
777,MAYAN GATEWAY,13 CALLE 32-23 Zona 3,45614711,info@mayangateway.com,www.mayangateway.com,3,113
778,MULTISERVICIOS Y AGENCIA DE VIAJES,AVENIDA LAS AMERICAS 9-90 Zona 3 SEGUNDO NIVEL C.C. SUPERCOM DELCO,82698210,,,2,113
779,MUNDO JOVEN QUETZALTENANGO,"19 AVENIDA A-07 Zona 3 ADICIONAL LOCAL 101, EDIF. MINERVA",37254568,h.guzman@mundojoven.com.gt,www.mundojovenguatemala.com,2,113
780,MUNDO VIAJES,"21 AVENIDA Y 7 CALLE Zona 3 OFICINA 2, SUPERMERCADO XELA CENTER",19350992,mundoviajesxela@gmail.com,,2,113
781,OPERADOR DE TURISMO MAYAEXPLOR,1A. AVENIDA A 6-75 Zona 1,59523938,contack@mayaexplor.com,www.mayaexplor.com,1,113
782,QUETZAL TRIP,AVENIDA LAS AMERICAS 9-50 Zona 3 SUPERCOM DELCO,35726531,quetzaltrip@hotmail.com,,2,113
783,QUETZALTENANGO TURISMO JOVEN,"19 AVENIDA 0-43, ZONA 3, CENTRO COMERCIAL MINERVA",16011649,xelajoven@otec.com.gt,,2,113
784,QUETZALTREKKERS,DIAGONAL 12 8-43 Zona 1,16129548,edelacxela@gmail.com,,1,113
785,R&S TOURS,CALLE A 24-22 Zona 1,21991074,ventasrstours@gmail.com,,3,113
786,SERVICIOS TURISTICOS DEL ALTIPLANO,"AVENIDA LAS AMERICAS 9-50 Zona 3 PRIMER NIVEL, COMERCIAL DELCO, LOCAL #6",20127985,agenciastaxela@hotmail.com,,2,113
787,SUCURSAL ADRENALINA TOURS XELA,6A. CALLE 15-12 Zona 1,82280661,info@adrenalinatours.com,www.adrenalinatours.com,1,113
788,TERRA MAYA TOURS,12 AVENIDA Y 7 CALLE ESQUINA Zona 1 BAJOS DE CASA DE LA CULTURA,67500977,terramayatours@gmail.com,,3,113
789,TRANSPORTES ESPINITA,5 CALLE 7-55 Zona 1 LA ESPERANZA,32546626,espinitatour@gmail.com,,1,113
790,TRANVIA DE LOS ALTOS,"11 AVENIDA 4-07 Zona 1 LOCAL 109, EDIFICIO RIVERA, PARQUE CENTRAL",86241265,tranviadelosaltos@gmail.com,www.tranviaxela.com,1,113
791,TRAVEL & HEALTH GUATEMALA,6 CALLE 7-31 Zona 1,94392297,yessika.calderon@gmail.com,www.thguatemala.com,1,113
792,TSN TOURS,AVENIDA LAS AMERICAS 9-90 Zona 3 CENTRO COMERCIAL SUPERCOM DELCO 2DO. NIVEL,30853490,tsntours@aol.com,www.tsntours.com.gt,1,113
793,TSN TOURS,27 AVENIDA 3-09 Zona 1,80762335,tsntours@aol.com,,1,113
794,VIAJES EXCLUSIVOS,1A. CALLE 19-49 Zona 3,20158036,laxtravelxela@hotmail.com,,2,113
795,VIAJES MAX,AVENIDA LAS AMERICAS 3-30 Zona 9,82903848,ana.zamora@viajesmax.com,www.viajesmax.com,2,113
796,VIAJES PRIMAVERA XELA,"3 CALLE ""A"" 24-57, ZONA 3",95988638,primaveraxela@yahoo.com,,1,113
797,VIAJES TIVOLI,"4A. CALLE , ZONA 3, 18-01 Zona 3 CENTRO COMERCIAL MONT BLANC",74402096,viajes@viajestivoli.com,www.viajestivoli.com - fb: viajes tivoli,2,113
798,XELA ADVENTURE,8A. CALLE 16-25 Zona 1,85906848,info@xelaadventure.com,,1,113
799,XELA SIN LIMITES,12 AVENIDA C-35 Zona 1,38270622,xelasinlimit@guate.net,,2,113
800,XELA TRIPS,1 AVENIDA 3-12 Zona 5,37481377,xelatripsbyron@gmail.com,"facebook, instagram",2,113
801,XELA TRIPS,"09 CALLE 00-20 Zona 9 LOCAL 7, FRENTE AL AREA DE CAJAS DE CEMACO XELA",39365732,xelatrips@hotmail.com,,2,113
802,XINKA TOURS,19 AVENIDA 2-14 Zona 1,61524521,xinkatours@gmail.com,https://xinkatours.wixsite.com/xinkatours / fb: xincatours,1,113
803,CHAX - ICH - TOUR,,94715497,,,1,124
804,XELA´S TOURS,2DA. CALLE 1-88 Zona 1,50496722,xelastour@gmail.com,,1,122
805,AGENCIA DE VIAJES MAYA CHICHI VAN,"6 CALLE 6-45, ZONA 1, CENTRO COMERCIAL UTZ RAJIL",34188837,mayachichivan@yahoo.com,www.geocites.com.mayachichi,1,235
806,LIBERTY TOURS,BARRIO LA LIBERTAD,96250636,libertytours.joyabaj@gmail.com,,3,241
807,PABLOS TOURS,3 CALLE 3-20 ZONA 1,60300770,,,1,242
808,POWER SURGE ADVENTURES,1A. CALLE 0-29 Zona 1,58135865,powersurgeadventures@gmail.com,,1,230
809,AGENCIA DE VIAJES BALO´S,7AV. 6-78 Zona 1,72588299,agenciadeviajesbalos@gmail.com,,2,158
810,COSTA TOURS GUATEMALA,2A. AVENIDA 7-19 Zona 1 PUEBLO NUEVO,66463509,costatoursgt@gmail.com,,1,158
811,GUATEMAGIC TOURS,8 CALLE 1-67 Zona 1 CANTON SAN JOSECITO,82607589,,facebook,3,158
812,MAZARIEGOS TOURS,4TA. CALLE 4-40 Zona 1,54236474,mazariegos.tours@outlook.com,,1,158
813,REUXTREME-REUXTOURS,4A. CALLE 4-23 Zona 1,90676241,info@reuxtreme.com,www.reuxtreme.com,1,158
814,TRAVEL REU,4A. CALLE 4-70 Zona 1,32908349,reu@agenciavisatravel.com,www.agenciavisatravel.com,2,158
815,VISA TRAVEL REU,5A. AVENIDA 4-87 Zona 1,81107425,s/n,,2,158
816,LOS GÜICHOS TOURS & TRAVEL,KM 178.5,84527698,lualmape@gmail.com,,3,160
817,1010 EXPERIENCIAS,"JACARANDAS DE ANTIGUA, SECTOR 1 CASA 23",49454941,cainvestment@gmail.com,1010experiencias.com,1,39
818,REVEALING DESTINATIONS,"MANZANA R LOTE 278 ANTIGUA GARDENS, FASE I",80872017,info@revealingdestinatios.com,www.revealingdestinations.com,1,39
819,A LA CARTA TOURS,8A. CALLE PONIENTE NO. 1 INTERIOR HOTEL PORTA ANTIGUA,65819172,info@alacatatours.com,www.alacartatours.com,1,26
820,A VIAJAR GUATEMALA,7A. AVENIDA NORTE NO. 20,38380909,aviajarguatemala@gmail.com,,1,26
821,ADORA TOURS,CALLE COYOLAR ENTRE 1A. Y 2A. AVENIDA SUR FINAL #11,39819818,info@adoratours.com,www.adoratours.com,1,26
822,ADVANCE TRAVEL,CUARTA CALLE ORIENTE CASA 56,27522782,reservaciones@advanctravel.com,www.advanctravel.com,1,26
823,AFEP TOURS TRAVEL AGENCY,6A. AVENIDA SUR #20,11512776,afeptourstravel26@gmail.com,,1,26
824,AGENCIA DE VIAJES AEROINTER,5A.AVENIDA NORTE NO. 16,17804612,intertravel_7@hotmail.com,,1,26
825,AGENCIA DE VIAJES IXIMCHE,7A AVENIDA NORTE NO. 54,15074968,iximchetravel@gmail.com,,1,26
826,AGENCIA DE VIAJES LUNA TOURS TRAVEL,1 CALLE PONIENTE 8,45394147,lunatourstravelagency@gmail.com,lunatourstravelagency@gmail.com,1,26
827,AGENCIA DE VIAJES TROPICANA,6TA. CALLE PONIENTE 2,58555196,infotropicanahostel@gmail.com,www.tropicanahostel.com,1,26
828,AMERICAN TRAVEL AGENCY,6 AVENIDA NORTE NO.3,26762774,infoamericantravel@gmail.com,,1,26
829,ANTIGUA RENTALS AND SERVICES,4A. AVENIDA NORTE #19 E,26758293,antiguars@gmail.com,www.antiguars.com,1,26
830,ANTIGUA RIDES,"ANTIGUA-00, 1 AVENIDA NORTE SIN NUMERO",80715093,antiguaridesmtm@gmail.com,www.antiguarides.com,1,26
831,ANTIGUA TOURS,5TA. AVENIDA NORTE NO. 4A,84976741,info@antiguatours.net,ww.antiguatours.net,1,26
832,ANTIGUA TRAVEL ATV,5A. CALLE PONIENTE 4-C,64112860,ashtravelantigua@yahoo.com,,1,26
833,ANTOUR,SALIDA A CIUDAD VIEJA #42,34796976,antourtravelagency@gmail.com,,3,26
834,ASH TRAVEL,5 CALLE PONIENTE NO.14 A,41430286,ashtravelantigua@yahoo.com,,1,26
835,ATITRANS,6A. AVENIDA SUR NO. 8,70378525,info@atitrans.net,www.atitrans.net,3,26
836,AUTHENTIC TRAVEL,CASA K7 SAN PEDRO EL ALTO,72028950,info@authentictravel.travel,www.authentictravel.travel,1,26
837,AVENTOURS,4A. CALLE ORIENTE NO. 41,22776601,jadeaventours@gmail.com,,3,26
838,AVENTURES TROPICALES,COLONIA MANCHEN NO. 84 A,32125013,info@aventurestropicales.com,www.aventurestropicales.com,3,26
839,AVIATUR,5 AVENIDA NORTE 34,52168647,www.aviaturguatemala.com,www.aviaturfer@yahoo.com,1,26
840,BARCO,7 AVENIDA NORTE NO. 3,63306380,barcoagency@hotmail.com,,1,26
841,BARCO,7 AVENIDA NORTE CASA 32 B,78546487,barcoagency@hotmail.com,,1,26
842,BON VOYAGE,ALAMEDA EL CALVARIO NO. 4,88921971,administracion@bonvoyage.com,www.bonvoyageguatemala.com,1,26
843,CAMP 180°,"CALLEJON LA MERCED FRACCION N, ALDEA SAN PEDRO EL ALTO LOTE 18 B",96761678,maz@camp180.com, baldetty.max@gmail.com,1,26
844,CENTRAL AMERICA TRAVELERS,2 CALLE PONIENTE NO.25,21231207,,,3,26
845,CENTRO AMERICA TRAVEL,1A CALLE PONIENTE NO. 31,22537034,cat.travel.antigua@gmail.com,,1,26
846,CHISUBIN TRAVEL,6TA. CALLE ORIENTE 8,15320811,chisubintravel@gmail.com,,1,26
847,CLUB DE LOS VIAJEROS,1A. CALLE PONIENTE NO. 17 C,51973580,clubviajeros@yahoo.com,,1,26
848,CLUB DE LOS VIAJEROS II,4A. CALLE PONIENTE 34,49103215,clubviajeros@yahoo.com,,1,26
849,COLABORADORES VILLA ANTIGUA,9A. CALLE PONIENTE FINAL INTERIOR HOTEL SOLEIL,38752708,info@acovagt.com,www.acovagt.com,1,26
850,COLONIAL TRAVEL AGENCY,SEGUNDA CALLE ORIENTE NUMERO 3,63472804,carlosdulian@gmail.com,,1,26
851,COLUMBUS GUATEMALA TRAVEL,2 CALLE PONIENTE CASA 2 LOCAL 8,90436114,info@columbusguatemalatravel.com,www.columbusguatemalatravel.com,1,26
852,CUSOGU,7MA CALLE ORIENTE 8A,58061957,,,1,26
853,CYMAN TRAVEL,4A. CALLE PONIENTE 22,96438092,cymentravel@gmail.com,,1,26
854,DANIELA TOURS,1A. CALLE PONIENTE 27,31678075,danielatoursguate91@gmail.com,,1,26
855,DESAFIO GUATEMALA,7A. AVENIDA NORTE NO. 96,24796711,desafioguatemala@hotmail.com,www.desafioguatemala.com,1,26
856,DIRECT ADVENTURE,6A. AVENIDA NORTE 57 D,66059745,,,1,26
857,DOGUATE TRAVEL & ADVENTURES,3A CALLE PONIENTE 07 LOTIFICACION COFIÑO,35380611,admin@doguate.com,www.doguate.com,1,26
858,DON QUIJOTE,7A. AVENIDA NORTE # 56,18050597,donquijotetravel@yahoo.com,,1,26
859,DUE SOUTH TRAVEL,6TA. AVENIDA NORTE NUMERO 1 OFICINA 206,79562996,info@duesouthtravels.com,www.duesouthtravels.com,1,26
860,ECO EXPEDITION GUATEMALA,"5A. CALLE PONIENTE NO. 11 ""A""",79680944,ecoexpeditionguatemala@gmail.com,www.ecoexpeditionguatemala.com,1,26
861,EXA TRAVEL,CALLE EL MANCHEN 1 103 COLONIA EL MANCHEN,42107473,gerencia@exatravel.page,,2,26
862,EXPEDICIONES EL CONDOR,ALDEA SANTA CATARINA BOBADILLA CASA NO. 43,77662937,elcondoragency@gmail.com,,1,26
863,FLORE TOURS,1RA. AVENIDA SUR CASA 24,45936284,,,1,26
864,GETAWAY ADVENTURES,1A CALLE PONIENTE 14,92896212,gt.adventuresgustemala@gmail.com,,1,26
865,GO FOLKLORE,FINAL CALLE DE LOS DUELOS CASA 44 RESIDENCIALES DOÑA BEATRIZ,36598132,travel@gofolklore.com,www.gofolklore.com,1,26
866,GT BUSINESS & TRAVEL,1 CALLE ORIENTE CASA NO. 20 ALAMEDA SANTA ROSA,24725105,sales@gtbusinessandtravel.com,www.gtbusinessandtravel.com,1,26
867,GUATEMALA REPS,CALLE DE CHIPILAPA CASA 25,80507674,fabiola.santos@guatemalareps.com,www.guatemalareps.com,1,26
868,GUATEMALA TRAVEL,4 AVENIDA NORTE NO. 2,77304295,perezmonterroso@hotmail.com,,1,26
869,GUINNESS TRAVEL,6TA. AVENIDA NORTE 16 A,58618429,info@guinness-travel.com,www.guinnesstravel.com,1,26
870,I.R.C. TRAVEL,ALDEA SANTA ANA NO. 83,53141997,irctravelantigua@hotmail.com,,1,26
871,ISTMO TRAVEL,CALLE HERMANO PEDRO NUMERO 3A,79941935,istmotravel@yahoo.co.jp,http://istmo.jpn.ch,1,26
872,JET JADE EMPIRE TRAVEL,CARRETERA SALIDA A CIUDAD VIEJA NO. 86,26875917,,,2,26
873,JIREH TOURS,"1RA CALLE PONIENTE NO.22 ""B""",63989044,jirehtours1225@hotmail.com,,1,26
874,JORNADAS MT,1A. AVENIDA NORTE 37 A Zona 1,61233934,molinavictorio.sandra@gmail.com,mtjourneys.com,1,26
875,K´AHK´ BAHLAM AGENCIA DE VIAJES,1A. CALLE PONIENTE NO. 8,43997772,kahkbalamtravel.com,,1,26
876,KAKAW,6A. AV. NORTE 43,32193966,,,1,26
877,KAKAW & SAPPHIRE,CALLE DEL ESPIRITU SANTO NO. 47-1,33891216,info@kakawsapphire.com,www.kakawsapphire.com,1,26
878,K'UK TOURS,LOTE 15 SECCION G VILLA HERRAJES SAN PEDRO PANORAMA,90393054,info@kuktours.com,www.kuktours.com y www. bwaguatemala.com,1,26
879,KUKUL TALES,1A AVENIDA NORTE NO: 12,67797147,rdeleon@kukultales.com,www.kukultales.com,1,26
880,LIVE GUATEMALA,2 CALLE ORIENTE 12,89874791,info@liveguatemala.net,,1,26
881,LUIS TOURS TRAVEL AGENCY,3 AVENIDA NORTE NO.9,28071370,luis_tours@hotmail.com,,1,26
882,MAYA DESTINATIONS,2 AVENIDA SUR NO. 59 APARTAMENTO C,47572285,mayadestination@gmail.com,,1,26
883,MAYA KAKAW TRAVEL,3RA. CALLE ORIENTE NO.18 B,41553043,info@mayakakaw.com,www.mayakakaw.com,3,26
884,MAYA TRAVEL,5A CALLE PONIENTE NO.2,62861224,mayatravelantigua@yahoo.com,,1,26
885,MAYAN KINGDOM TRAVEL,6A. AVENIDA SUR NO.4,43080552,info@mayankingdomtravel.com,,1,26
886,MI BELLA GUATEMALA TRAVEL,LOTIFICACION SAN BARTOLOME BECERRA NUMERO 6,10174320,info@mibellaguatemalatravel.com,,1,26
887,MONARCA'S TRAVEL,CALZADA SANTA LUCIA NORTE # 7,37518325,monarcas@conexion.com.gt,,3,26
888,MONJA BLANCA EXPEDITIONS,4 CALLE PONIENTE # 26,79958378,agenciamonjablanca1@yahoo.com,,3,26
889,MORENOS TRAVEL,2A AVENIDA SUR NO.45,29525337,morenostravel05@gmail.com,,3,26
890,MULTIVIAJES CAM,SEPTIMA CALLE ORIENTE NUMERO 5,24473725,javier.quinonez@multi-viajes.com,,2,26
891,MUNDO JOVEN ANTIGUA GUATEMALA,4 CALLE ORIENTE NO.5 LOCAL 6,72914426,h.guzman@mundojoven.com.gt,www.mundojovenguatemala.com,1,26
892,NATIONAL ANTIGUA,"KM. 46, CARR. A CIUDAD VIEJA LOTE 13 FINCA LAS VICTORIAS, LOCAL NO.1-13",35512216,,,2,26
893,NATIONAL TRAVEL ANTIGUA,7 AVENIDA SUR NO.10,39706870,antiguanationalgt.com,"www.viajareslomio,com",2,26
